手机型号,上市时间,最低价格,最高价格,最小RAM,最大RAM,最小ROM,最大ROM,重量,屏幕尺寸,x0_AMOLED,x0_LCD,x0_LTPS,x0_LTPS LCD,x0_OLED,x0_Optic AMOLED,x0_Super AMOLED,x0_TFT LCD,分辨率,芯片型号,CPU得分,CPU核数,CPU主频率,GPU,操作系统,摄像头数,后置主像素,前置主像素,电池容量,x0_Micro USB,x0_Type-C,x0_USB-C,充电功率,x0_全网通,x0_No,x0_Yes,无线充电,target
112.0,2.0,2.0,2.0,8,12,128,128,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,49.0,104.4,8,2.0,9.0,39.0,3,1200,1600,2.0,0.0,1.0,0.0,33.0,1.0,1.0,0.0,0,0
111.0,2.0,2.0,2.0,6,8,64,128,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,48.0,102.9,8,2.0,9.0,39.0,3,1200,1600,2.0,0.0,1.0,0.0,33.0,1.0,1.0,0.0,0,1
99.0,2.0,4.0,4.0,8,12,256,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,51.0,108.8,8,2.0,10.0,43.0,3,6400,1600,2.0,0.0,1.0,0.0,45.0,1.0,0.0,1.0,0,0
98.0,1.0,4.0,4.0,8,8,256,256,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,49.0,104.2,8,2.0,9.0,23.0,3,6400,1600,2.0,0.0,1.0,0.0,45.0,1.0,0.0,1.0,0,0
105.0,2.0,4.0,4.0,8,8,128,256,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,3.0,101.7,8,1.0,29.0,21.0,4,6400,3200,2.0,0.0,1.0,0.0,33.0,1.0,0.0,1.0,0,0
104.0,2.0,3.0,3.0,8,8,128,256,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,3.0,101.7,8,1.0,29.0,21.0,3,6400,3200,2.0,0.0,1.0,0.0,33.0,1.0,0.0,1.0,0,0
103.0,0.0,3.0,3.0,8,8,128,256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,43.0,84.2,8,1.0,5.0,22.0,3,4800,1600,1.0,0.0,1.0,0.0,22.5,1.0,1.0,0.0,0,0
100.0,1.0,2.0,2.0,6,8,128,256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,41.0,82.8,8,1.0,7.0,22.0,3,4800,3200,0.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0,0
109.0,2.0,2.0,2.0,6,8,128,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,42.0,83.4,8,1.0,7.0,21.0,4,4800,1600,2.0,0.0,1.0,0.0,44.0,1.0,0.0,1.0,0,0
106.0,1.0,1.0,1.0,6,8,128,128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,44.0,86.8,8,1.0,5.0,23.0,3,4800,3200,2.0,0.0,1.0,0.0,22.5,1.0,1.0,0.0,0,1
108.0,1.0,1.0,1.0,6,8,128,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,42.0,83.4,8,1.0,7.0,21.0,4,4800,1600,2.0,0.0,1.0,0.0,44.0,1.0,1.0,0.0,0,1
107.0,1.0,1.0,1.0,6,8,64,256,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,40.0,83.4,8,0.0,4.0,24.0,3,1600,1600,2.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,1
101.0,2.0,1.0,0.0,4,6,64,64,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,40.0,83.4,8,0.0,4.0,24.0,3,1600,1600,2.0,1.0,0.0,0.0,18.0,1.0,1.0,0.0,0,0
102.0,1.0,0.0,0.0,3,6,32,64,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,82.6,8,0.0,2.0,23.0,3,1300,800,2.0,1.0,0.0,0.0,18.0,1.0,1.0,0.0,0,0
63.0,2.0,4.0,4.0,8,12,128,256,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,51.0,108.4,8,2.0,10.0,42.0,4,6400,3200,2.0,0.0,1.0,0.0,65.0,1.0,0.0,1.0,0,0
62.0,2.0,3.0,3.0,8,12,128,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,42.0,83.4,8,1.0,7.0,42.0,4,6400,1600,2.0,0.0,1.0,0.0,30.0,1.0,0.0,1.0,0,0
58.0,1.0,0.0,1.0,4,8,64,128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,44.0,86.8,8,1.0,5.0,4.0,4,4800,1600,1.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0,0
59.0,1.0,1.0,1.0,4,8,64,256,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,43.0,83.6,8,1.0,5.0,4.0,2,4800,1600,0.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0,1
60.0,1.0,1.0,1.0,6,8,64,256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.0,93.9,8,1.0,6.0,4.0,4,6400,1600,1.0,0.0,1.0,0.0,30.0,1.0,1.0,0.0,0,0
61.0,2.0,3.0,3.0,6,12,64,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,49.0,104.1,8,2.0,9.0,5.0,4,6400,1600,1.0,0.0,1.0,0.0,50.0,1.0,1.0,0.0,0,0
56.0,2.0,3.0,3.0,8,8,128,256,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,49.0,104.4,8,2.0,9.0,36.0,3,4800,1600,0.0,0.0,1.0,0.0,30.0,1.0,1.0,0.0,0,0
57.0,2.0,4.0,4.0,8,12,256,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,49.0,104.4,8,2.0,9.0,36.0,3,4800,1600,1.0,0.0,1.0,0.0,30.0,1.0,1.0,0.0,0,0
55.0,1.0,3.0,4.0,6,12,128,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,103.1,8,2.0,9.0,25.0,3,4822,1600,1.0,0.0,1.0,0.0,30.0,1.0,1.0,0.0,0,1
53.0,0.0,3.0,3.0,6,8,128,256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,47.0,96.3,8,2.0,8.0,25.0,2,2000,1600,0.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0,0
54.0,1.0,3.0,3.0,8,12,256,256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,30.0,103.3,8,2.0,9.0,25.0,2,4800,1600,0.0,0.0,1.0,0.0,20.0,1.0,1.0,0.0,0,0
31.0,0.0,1.0,0.0,4,6,64,128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,29.0,83.4,8,0.0,4.0,18.0,2,4800,2000,1.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
27.0,1.0,1.0,1.0,6,6,64,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,83.4,8,0.0,4.0,20.0,3,4800,1600,1.0,0.0,1.0,0.0,24.0,1.0,1.0,0.0,0,0
28.0,1.0,3.0,3.0,6,8,128,256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,102.9,8,2.0,9.0,19.0,2,4800,2000,0.0,0.0,1.0,0.0,24.0,1.0,1.0,0.0,0,0
25.0,2.0,2.0,2.0,6,8,128,256,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,102.0,8,2.0,9.0,20.0,3,1200,1600,2.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
29.0,1.0,3.0,3.0,6,8,128,256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,49.0,104.4,8,2.0,9.0,20.0,3,4800,2000,0.0,0.0,1.0,0.0,24.0,1.0,1.0,0.0,0,0
30.0,0.0,2.0,2.0,6,8,128,256,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,47.0,97.5,8,2.0,8.0,34.0,2,1200,2000,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
26.0,0.0,1.0,1.0,6,6,64,128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,84.0,8,1.0,5.0,34.0,2,1200,2000,0.0,0.0,1.0,0.0,24.0,1.0,1.0,0.0,0,0
32.0,0.0,1.0,1.0,4,6,64,128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,84.0,8,1.0,5.0,34.0,2,1200,2000,0.0,0.0,1.0,0.0,18.0,1.0,1.0,0.0,0,0
80.0,2.0,2.0,2.0,6,6,128,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,2.0,92.8,8,1.0,28.0,35.0,3,4800,3200,1.0,0.0,1.0,0.0,25.0,1.0,1.0,0.0,0,0
85.0,2.0,3.0,3.0,8,8,128,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,30.0,102.9,8,2.0,9.0,35.0,3,4800,3200,2.0,0.0,1.0,0.0,25.0,1.0,0.0,1.0,0,0
83.0,1.0,4.0,3.0,8,8,128,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,45.0,93.6,8,1.0,6.0,35.0,3,4800,4800,0.0,0.0,1.0,0.0,25.0,1.0,1.0,0.0,0,0
81.0,1.0,3.0,3.0,6,8,128,128,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,83.4,8,0.0,4.0,35.0,3,3200,3200,2.0,0.0,1.0,0.0,25.0,1.0,1.0,0.0,0,0
82.0,2.0,3.0,3.0,8,8,128,128,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,84.8,8,0.0,4.0,35.0,3,6400,3200,2.0,0.0,1.0,0.0,25.0,1.0,1.0,0.0,0,0
86.0,2.0,2.0,1.0,6,6,128,128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,2.0,92.8,8,1.0,28.0,35.0,3,4800,1600,2.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,0,0
91.0,0.0,4.0,4.0,6,6,128,128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,103.3,8,2.0,9.0,35.0,2,1600,1000,0.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,10,0
89.0,0.0,4.0,4.0,8,8,128,512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,103.4,8,2.0,9.0,35.0,3,1200,1000,0.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,10,0
90.0,0.0,4.0,4.0,8,12,128,1024,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,103.1,8,2.0,9.0,35.0,3,1200,1000,1.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,10,0
87.0,1.0,4.0,4.0,8,8,256,256,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,102.9,8,2.0,9.0,35.0,3,1200,1000,0.0,0.0,1.0,0.0,25.0,1.0,1.0,0.0,10,0
88.0,1.0,4.0,4.0,12,12,256,256,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,104.2,8,2.0,9.0,35.0,4,1200,1000,2.0,0.0,1.0,0.0,45.0,1.0,0.0,1.0,10,0
84.0,0.0,2.0,1.0,6,8,128,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,43.0,84.0,8,1.0,5.0,37.0,3,2400,2400,0.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0,0
93.0,1.0,4.0,4.0,4,4,64,512,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,114.1,6,2.0,32.0,38.0,3,1200,1200,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,10,1
94.0,1.0,4.0,4.0,4,4,64,512,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0,114.1,6,2.0,32.0,38.0,3,1200,1200,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,10,1
92.0,1.0,4.0,4.0,4,4,64,512,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,102.8,6,1.0,32.0,38.0,1,1200,1200,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,10,1
95.0,0.0,4.0,4.0,3,3,64,256,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,102.8,6,1.0,32.0,41.0,1,1200,700,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,10,1
96.0,0.0,4.0,4.0,4,4,64,512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,102.8,6,1.0,32.0,41.0,2,1200,700,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,10,0
97.0,0.0,4.0,4.0,4,4,64,512,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,102.8,6,1.0,32.0,41.0,2,1200,700,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,10,1
